1588088945,3,44.7994083,-0.8371
1588089004,3,44.7994083,-0.8371
1588089064,3,44.7994083,-0.8371
1588089128,3,44.7994083,-0.8371
1588089186,3,44.7994083,-0.8371
1588089243,3,44.7994083,-0.8371
1588089304,3,44.7994083,-0.8371
1588089368,3,44.7994083,-0.8371
1588089424,1,44.7993866,-0.8370883
1588089490,2,44.7995783,-0.8370466
1588089545,2,44.799515,-0.837025
1588089620,2,44.7996016,-0.8370966
1588089663,2,44.7995133,-0.83705
1588089730,2,44.7994483,-0.8370416
1588089782,2,44.7995466,-0.8371183
1588089850,2,44.799445,-0.8370533
1588089903,2,44.7995766,-0.83703
1588089964,2,44.799475,-0.8370833
1588090022,2,44.79952,-0.837075
1588090100,2,44.7994883,-0.837005
1588090148,2,44.7994583,-0.8370966
1588090214,2,44.799575,-0.8370516
1588090262,2,44.799465,-0.8370533
1588090323,2,44.7994316,-0.8370916
1588090383,2,44.799515,-0.8370266
1588090449,2,44.7995066,-0.837145
1588090506,2,44.7995583,-0.8371266
1588090564,2,44.7994516,-0.837025
1588090628,2,44.7994416,-0.8370733
1588090685,2,44.799565,-0.8370116
1588090743,99,0,0
1588090805,2,44.79954,-0.83705
1588090823,99,44.79958,-0.837125
1588090864,99,44.79953,-0.83721
1588090923,99,44.7995266,-0.8371
1588090983,99,44.799535,-0.8371533
1588091048,99,44.79949,-0.83704
1588091103,99,44.7993966,-0.8370983
1588091163,99,44.7993966,-0.8370983
1588091222,3,44.7993916,-0.8370666
1588091284,3,44.7993916,-0.8370666
1588091343,3,44.7993916,-0.8370666
1588091403,3,44.7993916,-0.8370666
1588091465,3,44.7993916,-0.8370666
1588091523,3,44.7993916,-0.8370666
1588091565,5,44.7993866,-0.8371
1588091589,5,44.7993866,-0.8371
1588091644,3,44.7993949,-0.83709
1588091704,3,44.7993949,-0.83709
1588091774,3,44.7993949,-0.83709
1588091823,3,44.7993949,-0.83709
1588091883,3,44.7993949,-0.83709
1588091942,3,44.7993949,-0.83709
1588092006,3,44.7993949,-0.83709
1588092063,3,44.7993949,-0.83709
1588092125,3,44.7993949,-0.83709
1588092195,3,44.7993949,-0.83709
1588092244,3,44.7994066,-0.837105
1588092305,3,44.7994066,-0.837105
1588092365,3,44.7994066,-0.837105
1588092423,3,44.7994066,-0.837105
1588092483,3,44.7994066,-0.837105
1588092543,3,44.7994066,-0.837105
1588092604,3,44.7994066,-0.837105
1588092663,3,44.7994066,-0.837105
1588092722,3,44.7994066,-0.837105
1588092784,3,44.7994066,-0.837105
1588092843,3,44.7994066,-0.837105
1588092906,3,44.7994066,-0.837105
1588092964,3,44.7994066,-0.837105
1588093022,3,44.7994066,-0.837105
1588093083,3,44.7993916,-0.8371099
1588093144,3,44.7993916,-0.8371099
1588093204,3,44.7993916,-0.8371099
1588093262,3,44.7993916,-0.8371099
